"id","product_name","product_code","description","selling_price","max_selling_price","min_discount","warranty","created_at","updated_at","deleted_at","disable","tran_limit","gst","cgst","sgst","weight_kg","volumetric_weight","moq","transfer_price","is_deleted","created_by_id","deleted_by_id","group_id","serial_status_id","updated_by_id"
"33","ARYAN OPC DRUM 205 BIG GREEN",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:06:30+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"34","ARYAN OPC DRUM 205 SMALL GREEN",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:06:27+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"35","ARYAN OPC DRUM 2240",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:06:25+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"36","ARYAN OPC DRUM 2240 BROWN",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:06:23+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",100,NULL,True,1,1,"3","2",NULL
"37","ARYAN OPC DRUM 49A",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:06:20+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"38","ARYAN OPC DRUM 88A BLUE",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:06:14+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"39","ARYAN OPC DRUM 88A GREEN","ARYAN OPC DRUM 88A GREEN",NULL,"0.00","0.00","0.00",13,NULL,NULL,"2020-12-22 19:06:12+05:45",False,"0.00","18.00","0.00","0.00","0.04","0.06",100,NULL,True,1,1,"3","2",NULL
"40","ARYAN OPC DRUM 88A OEM",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:06:09+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"41","ARYAN OPC DRUM ANO - 88A BLUE",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:06:07+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"42","ARYAN OPC DRUM KO - 12A BLUE",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:06:05+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"43","ARYAN OPC DRUM KO - 88A BLUE",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:06:02+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"44","ARYAN OPC DRUM SP100",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:05:59+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"45","Aryan Premium Polyster Powder 100g",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:05:54+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"46","Aryan Premium Polyster Powder 120g",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:05:52+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"47","Aryan Premium Polyster Powder 140g",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:05:50+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"48","Aryan Richo Toner Powder 100grm",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:05:47+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"49","Aryan Royal Magic 500g Bottle",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:05:45+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"50","Aryan Super Fine Powder 70 Grm",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:05:43+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"51","Aryan Super Fine Powder 80 Grm",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:05:40+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"52","Aryan Super Gold  Powder 100grm",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:05:38+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"53","Aryan Super Image Powder 70gm",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:05:32+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",80,NULL,True,1,1,"3","2",NULL
"54","Aryan Super Polyster Powder 120grm",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:05:29+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"55","ARYAN TONER CARTRIDGE  AT313",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:05:27+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"56","Aryan Toner Cartridge 11A",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:05:24+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"57","Aryan Toner Cartridge 15A",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:05:22+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"58","Aryan Toner Cartridge 16A",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:05:19+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"59","Aryan Toner Cartridge 228A",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:05:16+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"60","Aryan Toner Cartridge 36A",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:05:14+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"61","Aryan Toner Cartridge 51A",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:05:11+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"62","Aryan Toner Cartridge AT 101",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 19:05:08+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"63","Aryan Toner Cartridge AT 1020",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:32:12+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"64","Aryan Toner Cartridge AT 116L",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:32:09+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"65","Aryan Toner Cartridge AT 12A",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:32:07+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"66","Aryan Toner Cartridge AT 1610",NULL,NULL,"0.00","0.00","0.00",13,NULL,NULL,"2020-12-22 18:32:00+05:45",False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"67","Aryan Toner Cartridge AT 1666",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:31:58+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"68","Aryan Toner Cartridge AT 1910",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:31:55+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"69","Aryan Toner Cartridge AT 205",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:31:53+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"70","Aryan Toner Cartridge AT 278A",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:31:50+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"71","Aryan Toner Cartridge AT 283",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:31:48+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"72","Aryan Toner Cartridge AT 2850",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:31:42+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"73","Aryan Toner Cartridge AT 310AB",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:31:40+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"74","Aryan Toner Cartridge AT 311AC",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:31:37+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"75","Aryan Toner Cartridge AT 312AY",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:31:35+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"76","Aryan Toner Cartridge AT 313AM",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:31:32+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"77","Aryan Toner Cartridge AT 390A",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:31:30+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"78","Aryan Toner Cartridge AT 410B",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:31:27+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"79","Aryan Toner Cartridge AT 411C",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:31:11+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"80","Aryan Toner Cartridge AT 412Y",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:31:09+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"81","Aryan Toner Cartridge AT 413M",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:31:06+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"82","Aryan Toner Cartridge AT 42A",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:31:04+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"83","Aryan Toner Cartridge AT 4300",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:31:01+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"84","Aryan Toner Cartridge AT 450",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:30:58+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"85","Aryan Toner Cartridge AT 49A",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:30:56+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"86","Aryan Toner Cartridge AT 505A",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:30:53+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"87","Aryan Toner Cartridge AT 540B",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:30:50+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"88","Aryan Toner Cartridge AT 541C",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:30:36+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"89","Aryan Toner Cartridge AT 542Y",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:30:33+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"90","Aryan Toner Cartridge AT 543M",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:30:31+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"91","Aryan Toner Cartridge AT 55A",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:30:28+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"92","Aryan Toner Cartridge AT 660",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:30:24+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"93","Aryan Toner Cartridge AT 660DU",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:30:22+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"94","Aryan Toner Cartridge AT 78A",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:30:19+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"95","Aryan Toner Cartridge AT 85A","Aryan Toner Cartridge AT 85A",NULL,"0.00","0.00","0.00",13,NULL,NULL,"2020-12-22 18:30:17+05:45",False,"0.00","18.00","0.00","0.00","0.08","0.07",200,NULL,True,1,1,"3","2",NULL
"96","Aryan Toner Cartridge AT 88A",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:30:15+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"97","Aryan Toner Cartridge AT SP111",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:30:12+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"98","Aryan Toner Cartridge AT SP200",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:30:06+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"99","Aryan Toner Cartridge AT SP300",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:30:04+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"100","Aryan Toner Cartridge AT SP310",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:30:02+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"101","ARYAN TONER CARTRIDGE AT SP3410",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:29:59+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"102","ARYAN TONER CARTRIDGE AT310",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:29:57+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"103","ARYAN TONER CARTRIDGE AT311",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:29:08+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"104","ARYAN TONER CARTRIDGE AT312",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:29:02+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"105","Aryan Toner Cartridge TN 720/750/780",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:28:56+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"106","Aryan Toner Drum Unit AD 1020DU",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:28:50+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"107","Aryan Toner Drum Unit AD 450DU",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:28:46+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"108","Aryan Toner Drum Unit AT 116DU",NULL,NULL,"0.00","0.00","0.00",12,NULL,NULL,"2020-12-22 18:28:42+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"3","2",NULL
"109","Attendance Punch Machine",NULL,NULL,"0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"4","1",NULL
"110","BARCODE SCANNER (CTB-0801)",NULL,NULL,"0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"4","1",NULL
"111","BARCODE SCANNER (CTB-0811)",NULL,NULL,"0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"4","1",NULL
"112","BAREBONE - A",NULL,NULL,"0.00","0.00","0.00",0,NULL,NULL,"2022-03-03 18:59:55+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"5","2",NULL
"113","BAREBONE - B",NULL,NULL,"0.00","0.00","0.00",0,NULL,NULL,"2020-12-23 14:06:31+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"5","2",NULL
"114","BAREBONE - C",NULL,NULL,"0.00","0.00","0.00",0,NULL,NULL,"2020-12-23 14:06:33+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"5","2",NULL
"115","BAREBONE - D",NULL,NULL,"0.00","0.00","0.00",0,NULL,NULL,"2020-12-23 14:06:36+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"5","2",NULL
